id,name,link,difficulty,solution
1150,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_205.java)                                                                  
1151,Count Primes,https://leetcode.com/problems/count-primes/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_204.java)                                                                  
1152,Remove Linked List Elements,https://leetcode.com/problems/remove-linked-list-elements/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_203.java)                                                                  
1153,Happy Number,https://leetcode.com/problems/happy-number/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_202.java)                                                                  
1154,Bitwise AND of Numbers Range,https://leetcode.com/problems/bitwise-and-of-numbers-range/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_201.java)                                                                  
1155,Number of Islands,https://leetcode.com/problems/number-of-islands/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_200.java)                                                                  
1156,Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_199.java)                                                                  
1157,House Robber,https://leetcode.com/problems/house-robber/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_198.java)                                                                  
1158,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_191.java)                                                                  
1159,Reverse Bits,https://leetcode.com/problems/reverse-bits/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_190.java)                                                                  
1160,Rotate Array,https://leetcode.com/problems/rotate-array/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_189.java)                                                                  
1161,Best Time to Buy and Sell Stock IV,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,Hard ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_188.java)                                                                  
1162,Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_187.java)                                                                  
1163,Reverse Words in a String II,https://leetcode.com/problems/reverse-words-in-a-string-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_186.java)                                                                  
1164,Largest Number,https://leetcode.com/problems/largest-number/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_179.java)                                                                  
1165,Dungeon Game,https://leetcode.com/problems/dungeon-game/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_174.java)                                                                  
1166,Binary Search Tree Iterator,https://leetcode.com/problems/binary-search-tree-iterator/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/https://github.com/fishercoder1534/Leetcode/blob/blmaster/MEDIUM/src/medium/_173.java)                                                                                   
1167,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_172.java)                                                                  
1168,Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_171.java)                                                                  
1169,Two Sum III - Data structure design,https://leetcode.com/problems/two-sum-iii-data-structure-design/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_170.java)                                                                  
1170,Majority Element,https://leetcode.com/problems/majority-element/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_169.java)                                                                  
1171,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_168.java)                                                                  
1172,Two Sum II - Input array is sorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/,Easy,"[Java](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_167.java), [Javascript](https://github.com/fishercoder1534/Leetcode/blob/master/javascript/_167.js)                          "
1173,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_166.java)                                                                  
1174,Compare Version Numbers,https://leetcode.com/problems/compare-version-numbers/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_165.java)                                                                  
1175,Maximum Gap,https://leetcode.com/problems/maximum-gap/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_164.java)                                                                  
1176,Missing Ranges,https://leetcode.com/problems/missing-ranges/,,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_163.java)                                                                  
1177,Find Peak Element,https://leetcode.com/problems/find-peak-element/,Binary Search,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_162.java)                                                                  
1178,One Edit Distance,https://leetcode.com/problems/one-edit-distance/,,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_161.java)                                                                  
1179,Intersection of Two Linked Lists,https://leetcode.com/problems/intersection-of-two-linked-lists/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_160.java)                                                                  
1180,Longest Substring with At Most Two Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_159.java)                                                                  
1181,Read N Characters Given Read4 II - Call multiple times,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_158.java)                                                                  
1182,Read N Characters Given Read4,https://leetcode.com/problems/read-n-characters-given-read4/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_157.java)                                                                  
1183,Binary Tree Upside Down,https://leetcode.com/problems/binary-tree-upside-down/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_156.java)                                                                  
1184,Min Stack,https://leetcode.com/problems/min-stack/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_155.java)                                                                  
1185,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_154.java)                                                                  
1186,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_153.java)                                                                  
1187,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_152.java)                                                                  
1188,Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_151.java)                                                                  
1189,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_150.java)                                                                  
1190,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_149.java)                                                                  
1191,Sort List,https://leetcode.com/problems/sort-list/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_148.java)                                                                  
1192,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_147.java)                                                                  
1193,LRU Cache,https://leetcode.com/problems/lru-cache/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_146.java)                                                                  
1194,Binary Tree Postorder Traversal,https://leetcode.com/problems/binary-tree-postorder-traversal/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_145.java)                                                                  
1195,Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_144.java)                                                                  
1196,Reorder List,https://leetcode.com/problems/reorder-list/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_143.java)                                                                  
1197,Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_142.java)                                                                  
1198,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_141.java)                                                                  
1199,Word Break II,https://leetcode.com/problems/word-break-ii/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_140.java)                                                                  
1200,Word Break,https://leetcode.com/problems/word-break/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_139.java)                                                                  
1201,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_138.java)                                                                  
1202,Single Number II,https://leetcode.com/problems/single-number-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_137.java)                                                                  
1203,Single Number,https://leetcode.com/problems/single-number/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_136.java)                                                                  
1204,Candy,https://leetcode.com/problems/candy/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_135.java)                                                                  
1205,Gas Station,https://leetcode.com/problems/gas-station/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_134.java)                                                                  
1206,Clone Graph,https://leetcode.com/problems/clone-graph/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_133.java)                                                                  
1207,Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_132.java)                                                                  
1208,Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_131.java)                                                                  
1209,Surrounded Regions,https://leetcode.com/problems/surrounded-regions/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_130.java)                                                                  
1210,Sum Root to Leaf Numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_129.java)                                                                  
1211,Longest Consecutive Sequence,https://leetcode.com/problems/longest-consecutive-sequence/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_128.java)                                                                  
1212,Word Ladder,https://leetcode.com/problems/word-ladder/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_127.java)                                                                  
1213,Word Ladder II,https://leetcode.com/problems/word-ladder-ii/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_126.java)                                                                  
1214,Valid Palindrome,https://leetcode.com/problems/valid-palindrome/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_125.java)                                                                  
1215,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Hard ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_124.java)                                                                  
1216,Best Time to Buy and Sell Stock III,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,Hard ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_123.java)                                                                  
1217,Best Time to Buy and Sell Stock II,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_122.java)                                                                  
1218,Best Time to Buy and Sell Stock,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_121.java)                                                                  
1219,Triangle,https://leetcode.com/problems/triangle/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_120.java)                                                                  
1220,Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_119.java)                                                                  
1221,Pascal's Triangle,https://leetcode.com/problems/pascals-triangle/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_118.java)                                                                  
1222,Populating Next Right Pointers in Each Node II,https://leetcode.com/problems/populating-parents-right-pointers-in-each-node-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_117.java)                                                                  
1223,Populating Next Right Pointers in Each Node,https://leetcode.com/problems/populating-parents-right-pointers-in-each-node/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_116.java)                                                                  
1224,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_115.java)                                                                  
1225,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_114.java)                                                                  
1226,Path Sum II,https://leetcode.com/problems/path-sum-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_113.java)                                                                  
1227,Path Sum,https://leetcode.com/problems/path-sum/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_112.java)                                                                  
1228,Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_111.java)                                                                  
1229,Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_110.java)                                                                  
1230,Convert Sorted List to Binary Search Tree,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_109.java)                                                                  
1231,Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,Easy ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_108.java)                                                                  
1232,Binary Tree Level Order Traversal II,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_107.java)                                                                  
1233,Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_106.java)                                                                  
1234,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_105.java)                                                                  
1235,Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_104.java)                                                                  
1236,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_103.java)                                                                  
1237,Binary Tree Level Order Traversal,https://leetcode.com/problems/binary-tree-level-order-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_102.java)                                                                  
1238,Symmetric Tree,https://leetcode.com/problems/symmetric-tree/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_101.java)                                                                  
1239,Same Tree,https://leetcode.com/problems/same-tree/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_100.java)                                                                  
1240,Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree/,Hard ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_99.java)                                                                   
1241,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_98.java)                                                                   
1242,Interleaving String,https://leetcode.com/problems/interleaving-string/,Hard,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_97.java)                                                                   
1243,Unique Binary Search Trees,https://leetcode.com/problems/unique-binary-search-trees/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_96.java)                                                                   
1244,Unique Binary Search Trees II,https://leetcode.com/problems/unique-binary-search-trees-ii/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_95.java)                                                                   
1245,Binary Tree Inorder Traversal,https://leetcode.com/problems/binary-tree-inorder-traversal/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_94.java)                                                                   
1246,Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_93.java)                                                                   
1247,Reverse Linked List II,https://leetcode.com/problems/reverse-linked-list-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_92.java)                                                                   
1248,Decode Ways,https://leetcode.com/problems/decode-ways/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_91.java)                                                                   
1249,Subsets II,https://leetcode.com/problems/subsets-ii/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_90.java)                                                                   
1250,Gray Code,https://leetcode.com/problems/gray-code/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_89.java)                                                                   
1251,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/,Easy                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_88.java)                                                                   
1252,Scramble String,https://leetcode.com/problems/scramble-string/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_87.java)                                                                   
1253,Partition List,https://leetcode.com/problems/partition-list/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_86.java)                                                                   
1254,Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_85.java)                                                                   
1255,Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_84.java)                                                                   
1256,Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list/,Easy                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_83.java)                                                                   
1257,Remove Duplicates from Sorted List II,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_82.java)                                                                   
1258,Search in Rotated Sorted Array II,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_81.java)                                                                   
1259,Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_80.java)                                                                   
1260,Word Search,https://leetcode.com/problems/word-search/,Medium ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_79.java)                                                                   
1261,Subsets,https://leetcode.com/problems/subsets/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_78.java)                                                                   
1262,Combinations,https://leetcode.com/problems/combinations/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_77.java)                                                                   
1263,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_76.java)                                                                   
1264,Sort Colors,https://leetcode.com/problems/sort-colors/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_75.java)                                                                   
1265,Search a 2D Matrix,https://leetcode.com/problems/search-a-2d-matrix/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_74.java)                                                                   
1266,Set Matrix Zeroes,https://leetcode.com/problems/set-matrix-zeroes/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_73.java)                                                                   
1267,Edit Distance,https://leetcode.com/problems/edit-distance/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_72.java)                                                                   
1268,Simplify Path,https://leetcode.com/problems/simplify-path/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_71.java)                                                                   
1269,Climbing Stairs,https://leetcode.com/problems/climbing-stairs/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_70.java)                                                                   
1270,Sqrt(x),https://leetcode.com/problems/sqrtx/,Easy                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_69.java)                                                                   
1271,Text Justification,https://leetcode.com/problems/text-justification/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_68.java)                                                                   
1272,Add Binary,https://leetcode.com/problems/add-binary/,Easy                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_67.java)                                                                   
1273,Plus One,https://leetcode.com/problems/plus-one/,Easy,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_66.java)                                                                   
1274,Valid Number,https://leetcode.com/problems/valid-number/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_65.java)                                                                   
1275,Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_64.java)                                                                   
1276,Unique Paths II,https://leetcode.com/problems/unique-paths-ii/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_63.java)                                                                   
1277,Unique Paths,https://leetcode.com/problems/unique-paths/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_62.java)                                                                   
1278,Rotate List,https://leetcode.com/problems/rotate-list/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_61.java)                                                                   
1279,Permutation Sequence,https://leetcode.com/problems/permutation-sequence/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_60.java)                                                                   
1280,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_59.java)                                                                   
1281,Length of Last Word,https://leetcode.com/problems/length-of-last-word/,Easy                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_58.java)                                                                   
1282,Insert Intervals,https://leetcode.com/problems/insert-interval/,Hard                                                                          ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_57.java)                                                                   
1283,Merge Intervals,https://leetcode.com/problems/merge-intervals/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_56.java)                                                                   
1284,Jump Game,https://leetcode.com/problems/jump-game/,Medium                                                                        ,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_55.java)                                                                   
1285,Spiral Matrix,https://leetcode.com/problems/spiral-matrix/,Medium,[Solution](https://github.com/fishercoder1534/Leetcode/blob/master/src/main/java/com/fishercoder/solutions/_54.java)                                                                   
